thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation2.started,fixation.stopped,sound_stim.started,sound_stim.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.02850479999324307,,0.004627299989806488,0.02850479999324307,1.0294659999781288,1.0294659999781288,1.0609603999764659,1.0301209000172094,1.7794083000044338,,,,,,,,
