thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation2.started,fixation.stopped,sound_stim.started,sound_stim.stopped,key_resp.stopped,fixation2.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,None,0,0,0,0,0,0.01695241699962935,,0.012857875000918284,0.01695241699962935,1.0037036249996163,1.0037036249996163,1.0269549589993403,1.0054971659992589,1.128329457998916,,,2.4957919999997102,None,0,bob1,001,2025-07-25_17h08.42.804,2back_diagram,2024.2.4,59.98848209121907,2025-07-25 17h08.48.689759 -0700,
